vector_count,dimensions,m,ef_construction,ef_search,k,recall_at_k,avg_returned,query_p50_ms,query_p95_ms,query_p99_ms,query_mean_ms,num_queries,build_time_ms,insert_throughput_per_sec,memory_delta_bytes,memory_delta_mb,max_graph_level,num_levels,data_distribution,distance_comps_per_query,peak_rss_mb
100000,64,8,100,256,50,0.417100,50.000,0.235687,0.269341,0.282598,0.237641,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,256,200,0.340635,200.000,0.235167,0.269919,0.292739,0.238448,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,8,100,256,500,0.444600,500.000,0.440271,0.496887,0.547518,0.446614,1000,7519.864,13298.11,8732672,8.328,5,6,random,-1.00,194.50
100000,64,16,100,16,10,0.168300,10.000,0.037042,0.051458,0.058542,0.038115,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,16,50,0.304260,50.000,0.104730,0.135210,0.150919,0.106764,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,16,200,0.556550,200.000,0.333896,0.446666,0.585919,0.350549,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,16,500,0.742626,500.000,0.762437,0.875002,0.938814,0.778168,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,32,10,0.287800,10.000,0.067062,0.087883,0.097962,0.068419,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,32,50,0.304260,50.000,0.097084,0.123807,0.139669,0.099232,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,32,200,0.556550,200.000,0.318250,0.357528,0.407744,0.322517,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
100000,64,16,100,32,500,0.742626,500.000,0.742583,0.827173,0.919156,0.751461,1000,12099.834,8264.58,1163264,1.109,3,4,random,-1.00,195.62
